ID	DOCULECT	CONCEPT	IPA
2103	CHIAPAS_ZOQUE	mountain	kot͡sək
2104	NORTH_HIGHLAND_MIXE	red	t͡sapt͡s
2105	SOUTH_HIGHLAND_MIXE	red	t͡saps
2106	LOWLAND_MIXE	red	t͡sapt͡s
2107	SAYULA_POPOLUCA	red	t͡sabat͡s
2108	OLUTA_POPOLUCA	red	t͡sapas
2109	TEXISTEPEC_ZOQUE	red	t͡sapat͡s
2110	SOTEAPAN_ZOQUE	red	t͡sabat͡s
2111	MARIA_CHIMALAPA	red	t͡sapat͡s
2112	MIGUEL_CHIMALAPA	red	t͡sapat͡s
2113	CHIAPAS_ZOQUE	red	t͡sapas
2114	NORTH_HIGHLAND_MIXE	green	t͡suʃk
2115	SOUTH_HIGHLAND_MIXE	green	t͡suʃk
2116	LOWLAND_MIXE	green	t͡suʃ
2117	SAYULA_POPOLUCA	green	ʃuʃuk
2118	OLUTA_POPOLUCA	green	tuʃuk
2119	TEXISTEPEC_ZOQUE	green	t͡sus
2120	SOTEAPAN_ZOQUE	green	t͡sus
2121	MARIA_CHIMALAPA	green	t͡suhus
2122	MIGUEL_CHIMALAPA	green	t͡suʃ
2123	CHIAPAS_ZOQUE	green	t͡sut͡su
2124	NORTH_HIGHLAND_MIXE	yellow	put͡s
2125	SOUTH_HIGHLAND_MIXE	yellow	put͡s
2126	LOWLAND_MIXE	yellow	put͡s
2127	SAYULA_POPOLUCA	yellow	put͡s
2128	OLUTA_POPOLUCA	yellow	pus
2129	TEXISTEPEC_ZOQUE	yellow	puʔut͡ʃ eʔ
2130	SOTEAPAN_ZOQUE	yellow	puʔut͡ʃ
2131	MARIA_CHIMALAPA	yellow	put͡siʔ
2132	MIGUEL_CHIMALAPA	yellow	put͡s
2133	CHIAPAS_ZOQUE	yellow	put͡sə
2134	NORTH_HIGHLAND_MIXE	white	pop
2135	SOUTH_HIGHLAND_MIXE	white	pop
2136	LOWLAND_MIXE	white	pob
2137	SAYULA_POPOLUCA	white	pop
2138	OLUTA_POPOLUCA	white	popoʔ
2139	TEXISTEPEC_ZOQUE	white	popoʔ
2140	SOTEAPAN_ZOQUE	white	poʔobap
2141	MARIA_CHIMALAPA	white	popoʔ
2142	MIGUEL_CHIMALAPA	white	popoʔ
2143	CHIAPAS_ZOQUE	white	popo
2144	NORTH_HIGHLAND_MIXE	black	jək
2145	SOUTH_HIGHLAND_MIXE	black	jək
2146	LOWLAND_MIXE	black	jik
2147	SAYULA_POPOLUCA	black	jəɡək
2148	OLUTA_POPOLUCA	black	jəkək
2149	TEXISTEPEC_ZOQUE	black	jək
2150	SOTEAPAN_ZOQUE	black	jək
2151	MARIA_CHIMALAPA	black	jək
2152	MIGUEL_CHIMALAPA	black	jək
2153	CHIAPAS_ZOQUE	black	jək
2154	NORTH_HIGHLAND_MIXE	night	t͡su
2155	SOUTH_HIGHLAND_MIXE	night	kot͡s
2156	LOWLAND_MIXE	night	at͡suʔəʔ
2157	SAYULA_POPOLUCA	night	t͡suʔ
2158	OLUTA_POPOLUCA	night	t͡suhə
2159	TEXISTEPEC_ZOQUE	night	t͡suʔ
2160	SOTEAPAN_ZOQUE	night	t͡suʔu
2161	MARIA_CHIMALAPA	night	t͡suʔhi
2162	MIGUEL_CHIMALAPA	night	t͡suʔ
2163	CHIAPAS_ZOQUE	night	t͡suʔ
2164	NORTH_HIGHLAND_MIXE	warm	an
2165	SOUTH_HIGHLAND_MIXE	warm	an
2166	LOWLAND_MIXE	warm	an
2167	SAYULA_POPOLUCA	warm	powik
2168	OLUTA_POPOLUCA	warm	hokoʃ
2169	MARIA_CHIMALAPA	warm	nut͡s
2170	MIGUEL_CHIMALAPA	warm	juk nut͡s
2171	CHIAPAS_ZOQUE	warm	pih
2172	NORTH_HIGHLAND_MIXE	cold	ʃuʃ
2173	SOUTH_HIGHLAND_MIXE	cold	ʃuʃ
2174	LOWLAND_MIXE	cold	tət͡ʃ
2175	SAYULA_POPOLUCA	cold	pajik
2176	OLUTA_POPOLUCA	cold	tuʃək
2177	TEXISTEPEC_ZOQUE	cold	pak
2178	SOTEAPAN_ZOQUE	cold	paɡak
2179	MARIA_CHIMALAPA	cold	wajaj
2180	MIGUEL_CHIMALAPA	cold	wajajʔ
2181	CHIAPAS_ZOQUE	cold	pakak
2182	NORTH_HIGHLAND_MIXE	full	ut͡s
2183	SOUTH_HIGHLAND_MIXE	full	uht͡s
2184	LOWLAND_MIXE	full	kuʔuʃj
2185	SAYULA_POPOLUCA	full	pat͡sik
2186	OLUTA_POPOLUCA	full	ut͡si
2187	TEXISTEPEC_ZOQUE	full	kus deʔ
2188	SOTEAPAN_ZOQUE	full	kus ne
2189	MARIA_CHIMALAPA	full	jaɡ aŋ tas
2190	MIGUEL_CHIMALAPA	full	taʃəʔ
2191	CHIAPAS_ZOQUE	full	hoʔəjupə
2192	NORTH_HIGHLAND_MIXE	new	nam
2193	SOUTH_HIGHLAND_MIXE	new	hempj
2194	LOWLAND_MIXE	new	hemj
2195	SAYULA_POPOLUCA	new	namaj
2196	OLUTA_POPOLUCA	new	namə
2197	TEXISTEPEC_ZOQUE	new	homə naʔ
2198	SOTEAPAN_ZOQUE	new	homi
2199	MARIA_CHIMALAPA	new	homeʔ
2200	MIGUEL_CHIMALAPA	new	homeʔ
2201	CHIAPAS_ZOQUE	new	home
2202	NORTH_HIGHLAND_MIXE	good	oj
2203	SOUTH_HIGHLAND_MIXE	good	ej
2204	LOWLAND_MIXE	good	oj
2205	SAYULA_POPOLUCA	good	oj
2206	OLUTA_POPOLUCA	good	nioja
2207	TEXISTEPEC_ZOQUE	good	wə
2208	SOTEAPAN_ZOQUE	good	wə
2209	MIGUEL_CHIMALAPA	good	wəhə
2210	CHIAPAS_ZOQUE	good	oje
2211	NORTH_HIGHLAND_MIXE	round	piɡuk
2212	SOUTH_HIGHLAND_MIXE	round	pek
2213	LOWLAND_MIXE	round	pik
2214	SAYULA_POPOLUCA	round	hojoj
2215	TEXISTEPEC_ZOQUE	round	woj woj t͡ʃe
2216	SOTEAPAN_ZOQUE	round	wojo
2217	CHIAPAS_ZOQUE	round	hujuh
2218	NORTH_HIGHLAND_MIXE	dry	təʔət͡s
2219	SOUTH_HIGHLAND_MIXE	dry	təʔət͡s
2220	LOWLAND_MIXE	dry	təʔət͡s
2221	SAYULA_POPOLUCA	dry	kujtət͡s
2222	OLUTA_POPOLUCA	dry	təʔəs
2223	TEXISTEPEC_ZOQUE	dry	tət͡s kaʔ
2224	SOTEAPAN_ZOQUE	dry	ku tət͡s
2225	MARIA_CHIMALAPA	dry	jak jət͡s
2226	MIGUEL_CHIMALAPA	dry	tət͡siʔ
2227	CHIAPAS_ZOQUE	dry	tət͡s
2228	NORTH_HIGHLAND_MIXE	name	ʃə
2229	SOUTH_HIGHLAND_MIXE	name	ʃə
2230	LOWLAND_MIXE	name	ʃə
2231	SAYULA_POPOLUCA	name	nəhj
2232	OLUTA_POPOLUCA	name	ʃəvə
2233	TEXISTEPEC_ZOQUE	name	dəj
2234	SOTEAPAN_ZOQUE	name	nəji
2235	MARIA_CHIMALAPA	name	nəhi
2236	MIGUEL_CHIMALAPA	name	həhi
2237	CHIAPAS_ZOQUE	name	nəj
